0.5860,0.20672631371538566,0,0,1,1.0
0.661,0.20718271518862633,0,0,1,1.0
0.679,0.2081147066401928,0,0,1,1.0
0.5980,0.20672631371538566,0,0,1,1.0
0.5980,0.20672631371538566,0,0,1,1.0
0.5890,0.18597720417721328,0,0,1,1.0
0.5860,0.20672631371538566,0,0,1,1.0
0.5890,0.18597720417721328,0,0,1,1.0
0.5860,0.20672631371538566,0,0,1,1.0
0.679,0.2081147066401928,0,0,1,1.0
0.679,0.2081147066401928,0,0,1,1.0
0.5980,0.20672631371538566,0,0,1,1.0
0.617,0.18752083301756672,0,0,1,1.0
0.5890,0.18597720417721328,0,0,1,1.0
0.6690,0.2061616017703139,0,0,1,1.0
0.6220,0.18391006496813433,0,1,1,1.0
0.679,0.2081147066401928,0,0,1,1.0
0.617,0.18752083301756672,0,0,1,1.0
0.6690,0.2061616017703139,0,0,1,1.0
0.895,0.18548133440441367,0,0,1,1.0
0.617,0.18752083301756672,0,0,1,1.0
0.617,0.18752083301756672,0,0,1,1.0
0.895,0.18548133440441367,0,0,1,1.0
0.621,0.20436827985510103,0,0,1,1.0
0.895,0.18548133440441367,0,0,1,1.0
0.621,0.20436827985510103,0,0,1,1.0
0.895,0.18548133440441367,0,0,1,1.0
0.5860,0.20672631371538566,0,0,1,1.0
0.5860,0.20672631371538566,0,0,1,1.0
0.621,0.20436827985510103,0,0,1,1.0
0.621,0.20436827985510103,0,0,1,1.0
0.6220,0.18391006496813433,0,1,1,1.0
0.597,0.20803470906528032,0,1.0,1,1.0
0.597,0.20803470906528032,0,1.0,1,1.0
0.661,0.20718271518862633,0,0,1,1.0
0.661,0.20718271518862633,0,0,1,1.0
0.597,0.20803470906528032,0,1.0,1,1.0
0.6690,0.2061616017703139,0,0,1,1.0
0.6220,0.18391006496813433,0,1,1,1.0
0.661,0.20718271518862633,0,0,1,1.0
0.597,0.20803470906528032,0,1.0,1,1.0
0.6220,0.18391006496813433,0,1,1,1.0
0.5680,0.18578999437621996,0,1,1,1.0
0.5680,0.18578999437621996,0,1,1,1.0
0.5680,0.18578999437621996,0,1,1,1.0
